"id";"user_id";"title";"cv_file";"is_default";"created_at";"updated_at"
"80";"78";"Sr. User Experience Designer";"sr-user-experience-designer-1702576925-593.docx";"0";"2023-12-14 23:32:05";"2023-12-14 23:37:36"
"81";"79";"Sr. UI/UX Designer";"sr-uiux-designer-1702577256-180.docx";"0";"2023-12-14 23:37:36";"2023-12-14 23:47:05"
"82";"80";"Lead Recruiter / Recruiting Director";"lead-recruiter-recruiting-director-1702577826-875.docx";"0";"2023-12-14 23:47:06";"2023-12-15 00:05:38"
"83";"81";"Director, Client Services";"director-client-services-1702578938-192.docx";"0";"2023-12-15 00:05:38";"2023-12-15 00:20:32"
"84";"82";"Sr. Manager/Director of Global Talent Acquisition";"sr-managerdirector-of-global-talent-acquisition-1702579832-403.docx";"0";"2023-12-15 00:20:32";"2023-12-15 00:26:54"
"85";"83";"Interim Human Resource Consulting";"interim-human-resource-consulting-1702580214-558.docx";"0";"2023-12-15 00:26:54";"2023-12-15 00:33:22"
"86";"84";"Sr.	Director,	Global	Talent	Acquisition	and	HR	Operations";"sr-director-global-talent-acquisition-and-hr-operations-1702580602-306.pdf";"0";"2023-12-15 00:33:22";"2023-12-15 10:46:54"
"87";"86";"Recruitment SME- Talent acquisition Expert Summary:";"recruitment-sme-talent-acquisition-expert-summary-1702617414-209.docx";"0";"2023-12-15 10:46:54";"2023-12-15 10:59:43"
"88";"87";"Spherion Corp., San Francisco, CA	IT Practice Director";"spherion-corp-san-francisco-ca-it-practice-director-1702618183-229.docx";"0";"2023-12-15 10:59:43";"2023-12-15 11:05:15"
"89";"88";"Full Stack Java Developer";"full-stack-java-developer-1702618567-814.docx";"0";"2023-12-15 11:06:07";"2023-12-15 11:12:59"
"90";"89";"Full Stack Development";"full-stack-development-1702618980-640.docx";"0";"2023-12-15 11:13:00";"2023-12-15 11:16:58"
"91";"90";"Full Stack Developer";"full-stack-developer-1702619218-501.docx";"0";"2023-12-15 11:16:58";"2023-12-15 11:20:39"
"92";"91";"Java Lead /Developer";"java-lead-developer-1702619440-813.docx";"0";"2023-12-15 11:20:40";"2023-12-15 11:28:00"
"93";"92";"Sr. Full Stack Java Developer";"sr-full-stack-java-developer-1702619703-994.docx";"0";"2023-12-15 11:25:03";"2023-12-15 11:25:03"
"94";"93";"Sr. Full Stack Java Developer";"sr-full-stack-java-developer-1702619880-442.docx";"0";"2023-12-15 11:28:00";"2023-12-15 11:32:09"
"95";"94";"Full Stack Developer";"full-stack-developer-1702620129-831.docx";"0";"2023-12-15 11:32:09";"2023-12-15 11:37:06"
"96";"95";"Java Full Stack Developer";"java-full-stack-developer-1702620426-353.docx";"0";"2023-12-15 11:37:06";"2023-12-15 11:41:12"
"97";"96";"Full-Stack Developer/Interactive Developer";"full-stack-developerinteractive-developer-1702620672-303.docx";"0";"2023-12-15 11:41:12";"2023-12-15 11:44:16"
"98";"97";"Sr. UI/UX Developer";"sr-uiux-developer-1702620856-765.docx";"0";"2023-12-15 11:44:16";"2023-12-15 11:47:21"
"99";"98";"Sr. Full Stack Java Developer";"sr-full-stack-java-developer-1702621042-292.docx";"0";"2023-12-15 11:47:22";"2023-12-15 11:47:22"
"100";"98";"Sr. Full Stack Java Developer";"sr-full-stack-java-developer-1702621042-427.docx";"0";"2023-12-15 11:47:22";"2023-12-15 11:52:21"
"101";"99";"Senior Java Full Stack Developer";"senior-java-full-stack-developer-1702621341-494.docx";"0";"2023-12-15 11:52:21";"2023-12-15 11:58:04"
"102";"100";"Sr. Java Full stack Developer";"sr-java-full-stack-developer-1702621684-620.docx";"0";"2023-12-15 11:58:04";"2023-12-15 12:01:13"
"103";"101";"Full Stack Developer";"full-stack-developer-1702621874-858.docx";"0";"2023-12-15 12:01:14";"2023-12-15 12:08:25"
"104";"102";"Software Engineer";"software-engineer-1702622305-864.docx";"0";"2023-12-15 12:08:25";"2023-12-15 12:13:09"
"105";"103";"Sr. Full Stack Developer";"sr-full-stack-developer-1702622590-915.docx";"0";"2023-12-15 12:13:10";"2023-12-15 12:18:18"
"106";"104";"Call of Duty";"call-of-duty-1702622898-156.pdf";"0";"2023-12-15 12:18:18";"2023-12-15 12:21:59"
"107";"105";"Senior Full Stack Developer";"senior-full-stack-developer-1702623119-859.docx";"0";"2023-12-15 12:21:59";"2023-12-15 12:31:28"
"108";"105";"Senior Full Stack Developer";"senior-full-stack-developer-1702623120-987.docx";"0";"2023-12-15 12:22:00";"2023-12-15 12:31:28"
"109";"106";"Full Stack Java Developer";"full-stack-java-developer-1702623688-97.docx";"0";"2023-12-15 12:31:28";"2023-12-15 12:35:58"
"110";"107";"Software Developer Senior Principal";"software-developer-senior-principal-1702623958-470.pdf";"0";"2023-12-15 12:35:58";"2023-12-16 08:41:33"
"111";"108";"Software Engineer";"software-engineer-1702696293-517.docx";"0";"2023-12-16 08:41:33";"2023-12-16 08:46:44"
"112";"109";"Sr. RoR Developer";"sr-ror-developer-1702696604-455.docx";"0";"2023-12-16 08:46:45";"2023-12-16 08:46:45"
"113";"109";"Sr. RoR Developer";"sr-ror-developer-1702696605-631.docx";"0";"2023-12-16 08:46:45";"2023-12-16 08:50:59"
"114";"110";"Full Stack Programmer";"full-stack-programmer-1702696859-757.docx";"0";"2023-12-16 08:50:59";"2023-12-16 08:54:47"
"115";"111";"SR. JAVA FULL STACK DEVELOPER";"sr-java-full-stack-developer-1702697087-992.docx";"0";"2023-12-16 08:54:47";"2023-12-16 09:03:13"
"116";"112";"JavaScript/Java Developer";"javascriptjava-developer-1702697593-125.docx";"0";"2023-12-16 09:03:13";"2023-12-16 09:07:02"
"117";"113";"Full-stack software Developer";"full-stack-software-developer-1702697822-900.docx";"0";"2023-12-16 09:07:02";"2023-12-16 09:10:56"
"118";"114";"Software Developer";"software-developer-1702698056-738.pdf";"0";"2023-12-16 09:10:56";"2023-12-16 09:15:03"
"119";"115";"Web Developer";"web-developer-1702698303-93.docx";"0";"2023-12-16 09:15:03";"2023-12-16 09:32:20"
"120";"118";"Full-Stack Developer";"full-stack-developer-1702699340-576.docx";"0";"2023-12-16 09:32:20";"2023-12-16 09:38:19"
"121";"119";"Web Development";"web-development-1702699699-996.pdf";"0";"2023-12-16 09:38:19";"2023-12-16 09:43:44"
"122";"120";"Software Developer";"software-developer-1702700024-790.docx";"0";"2023-12-16 09:43:44";"2023-12-16 09:47:43"
"123";"121";"Software Developer";"software-developer-1702700263-981.pdf";"0";"2023-12-16 09:47:43";"2023-12-16 09:51:52"
"124";"122";"Senior full stack engineer";"senior-full-stack-engineer-1702700512-361.docx";"0";"2023-12-16 09:51:52";"2023-12-16 09:55:32"
"125";"123";"PHP/Javascript Developer";"phpjavascript-developer-1702700732-981.docx";"0";"2023-12-16 09:55:32";"2023-12-16 10:02:36"
"126";"124";"Senior Full Stack Software Engineer";"senior-full-stack-software-engineer-1702701156-1.docx";"0";"2023-12-16 10:02:36";"2023-12-16 10:06:24"
"127";"125";"Senior Java/Software Developer";"senior-javasoftware-developer-1702701384-991.docx";"0";"2023-12-16 10:06:24";"2023-12-16 10:10:09"
"128";"126";"- Senior Full Stack Engineer";"senior-full-stack-engineer-1702701610-456.pdf";"0";"2023-12-16 10:10:10";"2023-12-16 10:15:46"
"129";"127";"Full Stack Developer";"full-stack-developer-1702701946-70.docx";"0";"2023-12-16 10:15:46";"2023-12-16 10:19:42"
"130";"128";"Lead Full-Stack Developer";"lead-full-stack-developer-1702702182-577.docx";"0";"2023-12-16 10:19:42";"2023-12-16 10:22:26"
"131";"129";"Full Stack Web Developer";"full-stack-web-developer-1702702346-447.docx";"0";"2023-12-16 10:22:26";"2023-12-16 10:26:55"
"132";"130";"Full Stack Software Engineer";"full-stack-software-engineer-1702702615-666.pdf";"0";"2023-12-16 10:26:56";"2023-12-16 10:27:01"
"133";"130";"Full Stack Software Engineer";"full-stack-software-engineer-1702702621-833.pdf";"0";"2023-12-16 10:27:01";"2023-12-16 10:31:47"
"134";"131";"Sr.Java Full Stack Developer";"srjava-full-stack-developer-1702702907-211.docx";"0";"2023-12-16 10:31:47";"2023-12-16 10:44:22"
"135";"132";"Full Stack Web Developer";"full-stack-web-developer-1702703662-471.docx";"0";"2023-12-16 10:44:22";"2023-12-16 10:49:25"
"136";"133";"Software Engineer";"software-engineer-1702703965-973.pdf";"0";"2023-12-16 10:49:25";"2023-12-16 10:53:09"
"137";"134";"Software Engineer";"software-engineer-1702704189-162.docx";"0";"2023-12-16 10:53:09";"2023-12-16 10:59:41"
"138";"135";"Senior Full Stack Engineer";"senior-full-stack-engineer-1702704581-186.pdf";"0";"2023-12-16 10:59:41";"2023-12-16 11:06:24"
"139";"136";"Java Developer";"java-developer-1702704984-984.docx";"0";"2023-12-16 11:06:24";"2023-12-16 11:10:45"
"140";"137";"Java Developer";"java-developer-1702705245-711.docx";"0";"2023-12-16 11:10:45";"2023-12-16 11:14:48"
"141";"138";"Sr. Java Full Stack Developer";"sr-java-full-stack-developer-1702705488-996.docx";"0";"2023-12-16 11:14:48";"2023-12-16 11:14:51"
"142";"138";"Sr. Java Full Stack Developer";"sr-java-full-stack-developer-1702705491-371.docx";"0";"2023-12-16 11:14:51";"2023-12-16 23:14:05"
"143";"139";"Senior Full Stack Developer";"senior-full-stack-developer-1702748645-862.docx";"0";"2023-12-16 23:14:05";"2023-12-16 23:18:22"
"144";"140";"Software Engineer – Full Stack";"software-engineer-full-stack-1702748904-995.pdf";"0";"2023-12-16 23:18:24";"2023-12-16 23:22:30"
"145";"141";"Full Stack Web Developer at One Homecare Solutions";"full-stack-web-developer-at-one-homecare-solutions-1702749150-635.docx";"0";"2023-12-16 23:22:30";"2023-12-16 23:27:27"
"146";"142";"Full stack web developer";"full-stack-web-developer-1702749447-976.pdf";"0";"2023-12-16 23:27:27";"2023-12-16 23:41:15"
"147";"143";"Sr. full stack software developer";"sr-full-stack-software-developer-1702749784-382.docx";"0";"2023-12-16 23:33:04";"2023-12-16 23:33:04"
"148";"144";"FULL STACK DEVELOPER";"full-stack-developer-1702750033-969.docx";"0";"2023-12-16 23:37:13";"2023-12-16 23:37:13"
"149";"145";"Software Development Engineer";"software-development-engineer-1702750275-226.docx";"0";"2023-12-16 23:41:15";"2023-12-16 23:45:09"
"150";"146";"Sr. Software Engineer";"sr-software-engineer-1702750509-838.pdf";"0";"2023-12-16 23:45:09";"2023-12-17 08:59:46"
"162";"147";"LEAD SOFTWARE ENGINEER";"lead-software-engineer-1702784108-505.pdf";"0";"2023-12-17 09:05:08";"2023-12-17 09:14:02"
"163";"147";"LEAD SOFTWARE ENGINEER";"lead-software-engineer-1702784108-380.pdf";"0";"2023-12-17 09:05:08";"2023-12-17 09:14:02"
"164";"147";"LEAD SOFTWARE ENGINEER";"lead-software-engineer-1702784109-83.pdf";"0";"2023-12-17 09:05:09";"2023-12-17 09:14:02"
"165";"148";"Lead Full-Stack Developer";"lead-full-stack-developer-1702784642-643.docx";"0";"2023-12-17 09:14:02";"2023-12-17 09:19:34"
"166";"149";"Senior Full Stack Developer";"senior-full-stack-developer-1702784974-13.pdf";"0";"2023-12-17 09:19:34";"2023-12-17 09:25:36"
"167";"150";"Java Full Stack Developer";"java-full-stack-developer-1702785336-556.docx";"0";"2023-12-17 09:25:36";"2023-12-17 09:32:11"
"168";"151";"Full Stack IT Consultant";"full-stack-it-consultant-1702785731-263.docx";"0";"2023-12-17 09:32:11";"2023-12-17 09:36:12"
"169";"152";"Sr. Angular Developer";"sr-angular-developer-1702785972-818.pdf";"0";"2023-12-17 09:36:12";"2023-12-17 09:41:04"
"170";"153";"JavaScript Developer Software Engineer";"javascript-developer-software-engineer-1702786264-297.pdf";"0";"2023-12-17 09:41:04";"2023-12-17 09:44:04"
"171";"154";"Sr. Full Stack Java Developer";"sr-full-stack-java-developer-1702786444-702.docx";"0";"2023-12-17 09:44:04";"2023-12-17 09:47:40"
"172";"155";"ReactJS Developer";"reactjs-developer-1702786660-917.docx";"0";"2023-12-17 09:47:40";"2023-12-17 09:52:29"
"173";"156";"Full Stack Java Developer";"full-stack-java-developer-1702786949-392.docx";"0";"2023-12-17 09:52:29";"2023-12-17 09:56:11"
"174";"157";"| Full-Stack Software Engineer";"full-stack-software-engineer-1702787171-385.pdf";"0";"2023-12-17 09:56:11";"2023-12-17 10:01:12"
"175";"158";"Full stack developer";"full-stack-developer-1702787480-653.docx";"0";"2023-12-17 10:01:20";"2023-12-17 10:06:41"
"176";"159";"Lead Java J2EE Developer";"lead-java-j2ee-developer-1702787801-546.docx";"0";"2023-12-17 10:06:41";"2023-12-17 10:17:27"
"177";"160";"Independent Web Consultancy";"independent-web-consultancy-1702788447-38.docx";"0";"2023-12-17 10:17:27";"2023-12-17 10:21:04"
"178";"161";"Full stack developer";"full-stack-developer-1702788664-383.docx";"0";"2023-12-17 10:21:04";"2023-12-17 10:29:24"
"179";"162";"Full Stack Java Developer";"full-stack-java-developer-1702789164-285.docx";"0";"2023-12-17 10:29:24";"2023-12-17 10:32:43"
"180";"163";"FULL STACK WEB DEVELOPER";"full-stack-web-developer-1702789364-7.pdf";"0";"2023-12-17 10:32:44";"2023-12-18 09:16:36"
"181";"164";"Developer - Analyst";"developer-analyst-1702871196-66.docx";"0";"2023-12-18 09:16:36";"2023-12-18 09:23:18"
"182";"165";"Quantitative Developer";"quantitative-developer-1702871598-590.docx";"0";"2023-12-18 09:23:18";"2023-12-18 09:27:48"
"183";"166";"Sr. Front End Developer";"sr-front-end-developer-1702871868-692.docx";"0";"2023-12-18 09:27:48";"2023-12-18 09:31:10"
"184";"167";"UI/UX Designer";"uiux-designer-1702872070-410.docx";"0";"2023-12-18 09:31:10";"2023-12-18 09:35:34"
"185";"168";"Senior .NET Developer";"senior-net-developer-1702872334-217.docx";"0";"2023-12-18 09:35:34";"2023-12-18 09:41:02"
"186";"169";"UI Developer";"ui-developer-1702872662-372.docx";"0";"2023-12-18 09:41:02";"2023-12-18 09:44:43"
"187";"170";"Manager of Data Science,";"manager-of-data-science-1702872883-951.docx";"0";"2023-12-18 09:44:43";"2023-12-18 09:48:55"
"188";"171";"Sr. Data Scientist";"sr-data-scientist-1702873135-795.docx";"0";"2023-12-18 09:48:55";"2023-12-18 09:52:19"
"189";"172";"Angular  Developer";"angular-developer-1702873339-549.pdf";"0";"2023-12-18 09:52:19";"2023-12-18 09:55:29"
"190";"173";"Data Engineer/Scientist";"data-engineerscientist-1702873529-143.docx";"0";"2023-12-18 09:55:29";"2023-12-18 09:59:38"
"191";"174";"Lead Angular Developer";"lead-angular-developer-1702873778-959.docx";"0";"2023-12-18 09:59:38";"2023-12-18 10:08:28"
"192";"175";"Software Engineer";"software-engineer-1702874309-342.pdf";"0";"2023-12-18 10:08:29";"2023-12-18 10:12:19"
"193";"176";"Senior Full Stack Software Engineer";"senior-full-stack-software-engineer-1702874539-541.docx";"0";"2023-12-18 10:12:19";"2023-12-18 10:21:25"
"194";"177";"Data Science";"data-science-1702875085-800.docx";"0";"2023-12-18 10:21:25";"2023-12-18 10:21:26"
"195";"177";"Data Science";"data-science-1702875086-416.docx";"0";"2023-12-18 10:21:26";"2023-12-18 11:01:42"
"196";"178";"Data Scientist";"data-scientist-1702877502-217.pdf";"0";"2023-12-18 11:01:42";"2023-12-18 11:05:59"
"197";"179";"Data Scientist";"data-scientist-1702877759-361.docx";"0";"2023-12-18 11:05:59";"2023-12-18 11:10:21"
"198";"180";"Data Scientist";"data-scientist-1702878022-800.docx";"0";"2023-12-18 11:10:22";"2023-12-18 11:10:23"
"199";"180";"Data Scientist";"data-scientist-1702878023-757.docx";"0";"2023-12-18 11:10:23";"2023-12-18 11:17:57"
"200";"181";"Data Scientist";"data-scientist-1702878477-240.docx";"0";"2023-12-18 11:17:57";"2023-12-18 14:00:03"
"201";"183";"Data Scientist";"data-scientist-1702888203-661.docx";"0";"2023-12-18 14:00:03";"2023-12-18 14:04:28"
"202";"184";"Design Development";"design-development-1702888468-626.pdf";"0";"2023-12-18 14:04:28";"2023-12-18 14:16:55"
"203";"185";"Project Manager";"project-manager-1702889215-574.docx";"0";"2023-12-18 14:16:55";"2023-12-18 14:22:28"
"204";"186";"SAP Development Team Lead";"sap-development-team-lead-1702889548-953.docx";"0";"2023-12-18 14:22:28";"2023-12-18 14:27:10"
"205";"187";"SENIOR Project MANAGER";"senior-project-manager-1702889830-75.docx";"0";"2023-12-18 14:27:11";"2023-12-18 14:50:49"
"206";"189";"Tableau Developer";"tableau-developer-1702891249-155.pdf";"0";"2023-12-18 14:50:49";"2023-12-18 14:54:47"
"207";"190";"Principal Consultant";"principal-consultant-1702891487-370.docx";"0";"2023-12-18 14:54:47";"2023-12-18 14:57:34"
"208";"191";"Project Manager thru Accounting Principles";"project-manager-thru-accounting-principles-1702891654-845.docx";"0";"2023-12-18 14:57:34";"2023-12-18 15:02:39"
"209";"192";"Solutions Architect / ETL Data stage Developer Duration 	: 	10/2017 – 07/2018";"solutions-architect-etl-data-stage-developer-duration-102017-072018-1702891959-261.docx";"0";"2023-12-18 15:02:39";"2023-12-18 15:06:13"
"210";"193";"BI DEVELOPER";"bi-developer-1702892174-860.docx";"0";"2023-12-18 15:06:14";"2023-12-18 15:10:20"
"211";"194";"Senior Ab Initio Developer";"senior-ab-initio-developer-1702892420-807.docx";"0";"2023-12-18 15:10:20";"2023-12-18 15:15:04"
"212";"195";"Senior Information Technology and eCommerce Executive";"senior-information-technology-and-ecommerce-executive-1702892704-284.pdf";"0";"2023-12-18 15:15:04";"2023-12-18 15:21:22"
"213";"196";"Senior Developer";"senior-developer-1702893082-40.docx";"0";"2023-12-18 15:21:22";"2023-12-18 15:26:13"
"214";"197";"Sr. Ab Initio Consultant";"sr-ab-initio-consultant-1702893373-303.docx";"0";"2023-12-18 15:26:13";"2023-12-18 15:31:23"
"215";"198";"iMAX Maintenance and Support:";"imax-maintenance-and-support-1702893683-574.docx";"0";"2023-12-18 15:31:23";"2023-12-18 15:34:48"
"216";"199";"Data Scientist";"data-scientist-1702893889-636.docx";"0";"2023-12-18 15:34:49";"2023-12-18 15:41:59"
